"word1"	"word2"	"word3"	"word4"	"word5"	"freq"
"45460"	"rights"	"to"	"elect"	"new"	"officials"	1
"45461"	"righttan"	"off"	"any"	"purchase"	"over"	1
"45462"	"rightthen"	"i"	"cut"	"the"	"fashion"	1
"45463"	"rikitikitavay"	"if"	"you"	"dont"	"get"	1
"45464"	"rileys"	"last"	"night"	"next"	"up"	1
"45465"	"ringing"	"off"	"the"	"hook"	"so"	1
"45466"	"rio"	"dam"	"to"	"the"	"delaware"	1
"45467"	"riot"	"police"	"and"	"people"	"run"	1
"45468"	"rip"	"michael"	"burks"	"amazing"	"blues"	1
"45469"	"rip"	"off"	"so"	"i"	"just"	1
"45470"	"rip"	"to"	"lil"	"waynes"	"testicles"	1
"45471"	"ripping"	"your"	"off"	"and"	"ill"	1
"45472"	"rise"	"in"	"police"	"staff"	"per"	1
"45473"	"rise"	"of"	"the"	"planet"	"of"	1
"45474"	"rise"	"the"	"interest"	"we"	"pay"	1
"45475"	"rise"	"to"	"the"	"s"	"by"	1
"45476"	"rising"	"and"	"falling"	"while"	"the"	1
"45477"	"rising"	"with"	"every"	"additional"	"car"	1
"45478"	"risk"	"knowing"	"was"	"a"	"given"	1
"45479"	"risk"	"management"	"advisory"	"committee"	"urged"	1
"45480"	"risk"	"management"	"rules"	"to"	"adhere"	1
"45481"	"risotto"	"but"	"are"	"sadly"	"out"	1
"45482"	"rite"	"now"	"yaw"	"its"	"real"	1
"45483"	"ritual"	"viewing"	"some"	"people"	"we"	1
"45484"	"river"	"and"	"the"	"community"	"along"	1
"45485"	"river"	"horse"	"west"	"come"	"out"	1
"45486"	"river"	"in"	"new"	"york"	"from"	1
"45487"	"river"	"is"	"about"	"and"	"a"	1
"45488"	"river"	"left"	"to"	"pick"	"up"	1
"45489"	"river"	"recedes"	"strobbe"	"said"	"then"	1
"45490"	"river"	"song"	"question"	"and"	"that"	1
"45491"	"river"	"the"	"river"	"is"	"about"	1
"45492"	"riverlucky"	"peak"	"arrowrock"	"and"	"anderson"	1
"45493"	"rivers"	"you"	"are"	"no"	"longer"	1
"45494"	"rngeezies"	"and"	"everyone"	"we"	"all"	1
"45495"	"roaches"	"sure"	"they"	"survive"	"nuclear"	1
"45496"	"road"	"brewers"	"nardia"	"mcgrath"	"karen"	1
"45497"	"road"	"he"	"continued"	"even"	"i"	1
"45498"	"road"	"in"	"my"	"swanky"	"oversized"	1
"45499"	"road"	"southdown"	"sheep"	"are"	"grazing"	1
"45500"	"road"	"trip"	"overseas"	"with"	"friends"	1
"45501"	"road"	"trip"	"to"	"jemez"	"springs"	1
"45502"	"roadhouse"	"praying"	"for"	"him"	"and"	1
"45503"	"roadside"	"cafe"	"i"	"dream"	"of"	1
"45504"	"roadsides"	"according"	"to"	"the"	"nj"	1
"45505"	"roadway"	"bordered"	"on"	"either"	"side"	1
"45506"	"roamed"	"the"	"earth"	"million"	"years"	1
"45507"	"roaming"	"the"	"streets"	"of"	"ny"	1
"45508"	"roasting"	"outside"	"why"	"cant"	"i"	1
"45509"	"rob"	"moseley"	"eugene"	"registerguard"	"simply"	1
"45510"	"robbers"	"want"	"fewer"	"cops"	"via"	1
"45511"	"robert"	"alexander"	"and"	"he"	"mentioned"	1
"45512"	"robert"	"e"	"lee"	"formally"	"resigned"	1
"45513"	"robin"	"is"	"not"	"chirping"	"cheerily"	1
"45514"	"robinson"	"and"	"marilyn"	"monroe"	"like"	1
"45515"	"robs"	"shirt"	"says"	"believe"	"i"	1
"45516"	"rochester"	"pub"	"crawl"	"to"	"raise"	1
"45517"	"rochester"	"residents"	"matt"	"ehlers"	"dan"	1
"45518"	"rock"	"and"	"even"	"flamenco"	"all"	1
"45519"	"rock"	"climbing"	"and"	"hiking"	"and"	1
"45520"	"rock"	"he"	"has"	"been"	"missing"	1
"45521"	"rock"	"my"	"world"	"just"	"sayin"	1
"45522"	"rock"	"n"	"roll"	"testimonials"	"it"	1
"45523"	"rock"	"on"	"taste"	"of"	"india"	1
"45524"	"rock"	"played"	"timez"	"attack"	"which"	1
"45525"	"rock"	"sculptures"	"and"	"eating"	"they"	1
"45526"	"rock"	"she"	"holds"	"me"	"down"	1
"45527"	"rock"	"song"	"performed"	"by"	"the"	1
"45528"	"rock"	"trio"	"lift"	"to"	"experience"	1
"45529"	"rock"	"wilder"	"to"	"our"	"nov"	1
"45530"	"rocked"	"rt"	"i"	"gotta"	"get"	1
"45531"	"rocker"	"remains"	"unpainted"	"this"	"isnt"	1
"45532"	"rocket"	"going"	"up"	"with"	"a"	1
"45533"	"rocket"	"science"	"i"	"was"	"not"	1
"45534"	"rocket"	"still"	"like"	"it"	"its"	1
"45535"	"rocking"	"them"	"shades"	"lol"	"thanks"	1
"45536"	"rocks"	"and"	"sand"	"and"	"makes"	1
"45537"	"rocky"	"and"	"kendrick"	"lamar"	"on"	1
"45538"	"rocky"	"horror"	"and"	"there"	"were"	1
"45539"	"roddy"	"radiation"	"byers"	"is"	"kicking"	1
"45540"	"rodenbach"	"went"	"out"	"of"	"business"	1
"45541"	"rodenbachstyle"	"red"	"ales"	"and"	"oud"	1
"45542"	"rodez"	"when"	"she"	"felt"	"the"	1
"45543"	"rodgers"	"was"	"the"	"entire"	"arrangement"	1
"45544"	"roe"	"and"	"finally"	"you"	"are"	1
"45545"	"roe"	"slightly"	"fishy"	"yes"	"it"	1
"45546"	"roe"	"so"	"if"	"you"	"arent"	1
"45547"	"roger"	"clemens"	"lawyer"	"claimed"	"steroids"	1
"45548"	"roger"	"goodell"	"and"	"fined"	"the"	1
"45549"	"roger"	"waters"	"the"	"wall"	"in"	1
"45550"	"rogue"	"who"	"defrauded"	"the"	"bank"	1
"45551"	"rolando"	"mendoza"	"was"	"wrongfully"	"accused"	1
"45552"	"role"	"at"	"the"	"department"	"to"	1
"45553"	"role"	"do"	"their"	"genes"	"play"	1
"45554"	"role"	"in"	"newcastle"	"life"	"for"	1
"45555"	"role"	"in"	"the"	"academic"	"success"	1
"45556"	"roll"	"call"	"i"	"had"	"understood"	1
"45557"	"roll"	"let"	"me"	"see"	"that"	1
"45558"	"roll"	"mixture"	"into"	"meatballs"	"i"	1
"45559"	"roll"	"of"	"tp"	"for"	"the"	1
"45560"	"roll"	"over"	"or"	"play"	"dead"	1
"45561"	"roll"	"testimonials"	"it"	"was"	"the"	1
"45562"	"roll"	"then"	"were"	"talking"	"a"	1
"45563"	"rolled"	"down"	"this"	"big"	"hill"	1
"45564"	"rolled"	"into"	"one"	"little"	"very"	1
"45565"	"rolled"	"over"	"you"	"hung"	"up"	1
"45566"	"roller"	"coasterish"	"emotiondriven"	"approach"	"but"	1
"45567"	"rolling"	"and"	"stretching"	"rolling"	"and"	1
"45568"	"rolling"	"from"	"here"	"already"	"go"	1
"45569"	"rolling"	"them"	"down"	"round"	"her"	1
"45570"	"rolls"	"on"	"his"	"back"	"hes"	1
"45571"	"rolls"	"past"	"yrs"	"we"	"love"	1
"45572"	"romance"	"novels"	"i"	"think"	"thats"	1
"45573"	"romances"	"sexual"	"seductions"	"follow"	"to"	1
"45574"	"romantic"	"comedy"	"should"	"we"	"watch"	1
"45575"	"romantic"	"scifi"	"thriller"	"about"	"love"	1
"45576"	"romantic"	"style"	"that"	"fitted"	"beautifully"	1
"45577"	"romeo"	"and"	"juliet"	"sexily"	"delusional"	1
"45578"	"romney"	"superpac"	"outspent"	"theyve"	"won"	1
"45579"	"romney"	"to"	"for"	"obama"	"he"	1
"45580"	"ron"	"dart"	"the"	"objective"	"of"	1
"45581"	"ronan"	"and"	"barrett"	"for"	"consideration"	1
"45582"	"rondo"	"try"	"to"	"act"	"like"	1
"45583"	"rondo"	"with"	"another"	"triple"	"double"	1
"45584"	"rong"	"give"	"us"	"the"	"courage"	1
"45585"	"ronnie"	"chasen"	"publisist"	"shot"	"dead"	1
"45586"	"ronnie"	"lol"	"and"	"ill"	"be"	1
"45587"	"ronnie"	"with"	"all"	"the"	"coverage"	1
"45588"	"roof"	"of"	"the"	"car"	"if"	1
"45589"	"roof"	"of"	"the"	"church"	"means"	1
"45590"	"roofs"	"by"	"environmental"	"author"	"lisa"	1
"45591"	"room"	"and"	"you"	"can"	"hear"	1
"45592"	"room"	"at"	"the"	"library"	"like"	1
"45593"	"room"	"attached"	"to"	"a"	"stable"	1
"45594"	"room"	"divided"	"into"	"two"	"by"	1
"45595"	"room"	"for"	"all"	"the"	"possibilities"	1
"45596"	"room"	"i"	"must"	"decideand"	"decide"	1
"45597"	"room"	"is"	"very"	"very"	"nice"	1
"45598"	"room"	"orange"	"lamp"	"the"	"dvd"	1
"45599"	"room"	"over"	"the"	"couch"	"or"	1
"45600"	"room"	"really"	"thoroughly"	"wich"	"was"	1
"45601"	"room"	"still"	"snarking"	"to"	"myself"	1
"45602"	"room"	"that"	"has"	"no"	"purpose"	1
"45603"	"room"	"the"	"only"	"thing"	"new"	1
"45604"	"room"	"to"	"grow"	"terrell"	"offers"	1
"45605"	"room"	"to"	"improve"	"upon"	"thanks"	1
"45606"	"room"	"to"	"where"	"people"	"ask"	1
"45607"	"room"	"was"	"made"	"up"	"of"	1
"45608"	"room"	"we"	"will"	"be"	"at"	1
"45609"	"roommate"	"and"	"her"	"bf"	"have"	1
"45610"	"roommate"	"on"	"two"	"days"	"from"	1
"45611"	"roomnoone"	"makes"	"out"	"here"	"anymore"	1
"45612"	"rooms"	"and"	"used"	"pocket"	"doors"	1
"45613"	"rooms"	"so"	"we"	"decided"	"to"	1
"45614"	"rooms"	"within"	"it"	"as"	"panels"	1
"45615"	"rooted"	"in"	"the"	"centuriesold"	"struggle"	1
"45616"	"rooting"	"for"	"cincy"	"for"	"me"	1
"45617"	"rooting"	"for"	"the"	"jackets"	"is"	1
"45618"	"rope"	"and"	"singing"	"rapture"	"and"	1
"45619"	"ropes"	"holding"	"a"	"ball"	"of"	1
"45620"	"ros"	"dukler"	"addressing"	"the"	"corps"	1
"45621"	"rosa"	"colony"	"does"	"not"	"seem"	1
"45622"	"rose"	"bowl"	"but"	"bcs"	"champs"	1
"45623"	"rose"	"bowl"	"super"	"bowl"	"sweet"	1
"45624"	"rose"	"online"	"portfolio"	"soystache"	"interview"	1
"45625"	"rosengrd"	"didnt"	"quite"	"live"	"up"	1
"45626"	"rosenwinkel"	"aaron"	"parks"	"ugonna"	"okegwo"	1
"45627"	"roseville"	"its"	"part"	"of"	"my"	1
"45628"	"rosies"	"macedonian"	"class"	"which"	"came"	1
"45629"	"ross"	"sea"	"exnormandy"	"seems"	"in"	1
"45630"	"roster"	"that"	"is"	"inadequate"	"to"	1
"45631"	"rostrum"	"an"	"open"	"discussion"	"where"	1
"45632"	"rotates"	"among"	"advertisers"	"agencies"	"and"	1
"45633"	"rotbl"	"u"	"already"	"know"	"aivilos"	1
"45634"	"rotf"	"calling"	"peeps"	"out"	"and"	1
"45635"	"rotisserie"	"chicken"	"guy"	"at"	"the"	1
"45636"	"rotten"	"stuff"	"as"	"a"	"teenager"	1
"45637"	"rotterdam"	"too"	"it"	"didnt"	"make"	1
"45638"	"rouge"	"and"	"my"	"greatgreatgreat"	"grandfathers"	1
"45639"	"rough"	"at"	"the"	"dawn"	"of"	1
"45640"	"rough"	"flight"	"with"	"the"	"melbourne"	1
"45641"	"rough"	"or"	"the"	"balance"	"a"	1
"45642"	"roughly"	"and"	"lovingly"	"in"	"hand"	1
"45643"	"rouler"	"let"	"the"	"good"	"times"	1
"45644"	"round"	"abouts"	"at"	"the"	"mid"	1
"45645"	"round"	"her"	"ankles"	"like"	"fat"	1
"45646"	"round"	"of"	"applause"	"for"	"his"	1
"45647"	"round"	"really"	"to"	"celebrate"	"we"	1
"45648"	"round"	"the"	"room"	"to"	"where"	1
"45649"	"round"	"to"	"another"	"friends"	"house"	1
"45650"	"route"	"around"	"the"	"rowan"	"campus"	1
"45651"	"route"	"i"	"heard"	"on"	"the"	1
"45652"	"route"	"i"	"leave"	"roydon"	"woods"	1
"45653"	"route"	"of"	"publishing"	"is"	"another"	1
"45654"	"route"	"production"	"according"	"to"	"the"	1
"45655"	"route"	"to"	"aaslh"	"amazing"	"how"	1
"45656"	"routes"	"even"	"though"	"a"	"wr"	1
"45657"	"routine"	"and"	"emergency"	"medical"	"care"	1
"45658"	"routine"	"i"	"hope"	"to"	"get"	1
"45659"	"routine"	"runthrough"	"but"	"surrey"	"with"	1
"45660"	"routine"	"you"	"will"	"find"	"that"	1
"45661"	"routinely"	"trust"	"their"	"private"	"data"	1
"45662"	"rovio"	"says"	"it"	"has"	"shipped"	1
"45663"	"row"	"back"	"to"	"the"	"landing"	1
"45664"	"row"	"strike"	"out"	"and"	"of"	1
"45665"	"rowing"	"is"	"a"	"great"	"lowimpact"	1
"45666"	"rowleys"	"advice"	"be"	"a"	"pathological"	1
"45667"	"rows"	"of"	"school"	"buses"	"laughing"	1
"45668"	"roy"	"helland"	"but"	"really"	"only"	1
"45669"	"royal"	"court"	"soon"	"he"	"must"	1
"45670"	"royal"	"family"	"and"	"has"	"learned"	1
"45671"	"roydon"	"woods"	"behind"	"and"	"now"	1
"45672"	"rpm"	"to"	"find"	"the"	"best"	1
"45673"	"rryeah"	"now"	"this"	"thing"	"in"	1
"45674"	"rss"	"feed"	"talk"	"about"	"finally"	1
"45675"	"rt"	"a"	"profound"	"statement"	"from"	1
"45676"	"rt"	"as"	"we"	"let"	"our"	1
"45677"	"rt"	"atosorigin"	"evp"	"is"	"speaking"	1
"45678"	"rt"	"be"	"potent"	"like"	"asparagus"	1
"45679"	"rt"	"cancer"	"females"	"prefer"	"masculine"	1
"45680"	"rt"	"check"	"that"	"folks"	"all"	1
"45681"	"rt"	"come"	"do"	"it"	"then"	1
"45682"	"rt"	"count"	"how"	"many"	"heart"	1
"45683"	"rt"	"dates"	"for"	"pdufa"	"mdufa"	1
"45684"	"rt"	"do"	"i"	"hear"	"hand"	1
"45685"	"rt"	"dude"	"is"	"bringing"	"me"	1
"45686"	"rt"	"every"	"time"	"i"	"forget"	1
"45687"	"rt"	"feminist"	"author"	"naomi"	"wolf"	1
"45688"	"rt"	"first"	"concert"	"was"	"it"	1
"45689"	"rt"	"for"	"a"	"chance"	"to"	1
"45690"	"rt"	"forks"	"washington"	"called"	"me"	1
"45691"	"rt"	"fox"	"cbs"	"about"	"to"	1
"45692"	"rt"	"free"	"indiechicksanthology"	"stories"	"about"	1
"45693"	"rt"	"getting"	"excited"	"for"	"tomorrows"	1
"45694"	"rt"	"give"	"your"	"running"	"partner"	1
"45695"	"rt"	"great"	"if"	"anything"	"else"	1
"45696"	"rt"	"hack"	"for"	"humanity"	"made"	1
"45697"	"rt"	"has"	"anyone"	"thought"	"about"	1
"45698"	"rt"	"have"	"a"	"great"	"day"	1
"45699"	"rt"	"head"	"to"	"morrow"	"for"	1
"45700"	"rt"	"hell"	"yeah"	"john"	"cenathose"	1
"45701"	"rt"	"henry"	"sara"	"myself"	"natural"	1
"45702"	"rt"	"hope"	"that"	"bad"	"boy"	1
"45703"	"rt"	"i"	"aint"	"settling"	"for"	1
"45704"	"rt"	"i"	"can"	"you"	"hear"	1
"45705"	"rt"	"i"	"gotta"	"get"	"the"	1
"45706"	"rt"	"i"	"hate"	"when"	"im"	1
"45707"	"rt"	"i"	"have"	"an"	"indyfringe"	1
"45708"	"rt"	"i"	"like"	"your"	"last"	1
"45709"	"rt"	"i"	"swear"	"bugs"	"fly"	1
"45710"	"rt"	"i"	"win"	"the"	"crazy"	1
"45711"	"rt"	"id"	"pay"	"to"	"see"	1
"45712"	"rt"	"idea"	"today"	"adding"	"only"	1
"45713"	"rt"	"if"	"u"	"dont"	"eat"	1
"45714"	"rt"	"if"	"you"	"dont"	"know"	1
"45715"	"rt"	"if"	"you"	"forgive"	"me"	1
"45716"	"rt"	"if"	"you"	"think"	"gaga"	1
"45717"	"rt"	"if"	"your"	"actions"	"inspire"	1
"45718"	"rt"	"ill"	"go"	"first"	"every"	1
"45719"	"rt"	"ill"	"rather"	"lose"	"to"	1
"45720"	"rt"	"in"	"order"	"to"	"activate"	1
"45721"	"rt"	"instead"	"of"	"driving"	"ima"	1
"45722"	"rt"	"internships"	"are"	"so"	"great"	1
"45723"	"rt"	"interviewing"	"fsu"	"students"	"for"	1
"45724"	"rt"	"its"	"star"	"wars"	"day"	1
"45725"	"rt"	"its"	"such"	"a"	"beautiful"	1
"45726"	"rt"	"ive"	"never"	"skydived"	"but"	1
"45727"	"rt"	"just"	"got"	"followed"	"by"	1
"45728"	"rt"	"la"	"cumbre"	"wins"	"gold"	1
"45729"	"rt"	"lady"	"falcons"	"start"	"volleyball"	1
"45730"	"rt"	"last"	"oakland"	"lunch"	"today"	1
"45731"	"rt"	"live"	"in"	"dc"	"dont"	1
"45732"	"rt"	"lmao"	"thanks"	"that"	"was"	1
"45733"	"rt"	"lunch"	"break"	"lose"	"weight"	1
"45734"	"rt"	"my"	"brother"	"says"	"hea"	1
"45735"	"rt"	"only"	"you"	"would"	"have"	1
"45736"	"rt"	"osnats"	"in"	"dc"	"the"	1
"45737"	"rt"	"our"	"next"	"tweet"	"is"	1
"45738"	"rt"	"quit"	"being"	"possessed"	"by"	1
"45739"	"rt"	"rappers"	"are"	"always"	"like"	1
"45740"	"rt"	"remind"	"me"	"please"	"what"	1
"45741"	"rt"	"roaches"	"sure"	"they"	"survive"	1
"45742"	"rt"	"rt"	"dates"	"for"	"pdufa"	1
"45743"	"rt"	"rt"	"fox"	"cbs"	"about"	1
"45744"	"rt"	"rule"	"no"	"of"	"having"	1
"45745"	"rt"	"sloancres"	"bounced"	"out"	"of"	1
"45746"	"rt"	"so"	"texas"	"over"	"cincy"	1
"45747"	"rt"	"swing"	"over"	"for"	"a"	1
"45748"	"rt"	"thanks"	"for"	"the"	"mention"	1
"45749"	"rt"	"the"	"only"	"fiestabowl"	"i"	1
"45750"	"rt"	"theres"	"never"	"a"	"better"	1
"45751"	"rt"	"thx"	"for"	"the"	"follow"	1
"45752"	"rt"	"tin"	"can"	"ale"	"house"	1
"45753"	"rt"	"tservice"	"improving"	"taxi"	"quality"	1
"45754"	"rt"	"turned"	"on"	"my"	"tv"	1
"45755"	"rt"	"unfortunately"	"dont"	"get"	"to"	1
"45756"	"rt"	"upset"	"pick"	"miami"	"dolphins"	1
"45757"	"rt"	"wala"	"rondo"	"with"	"another"	1
"45758"	"rt"	"watching"	"americas"	"got"	"talent"	1
"45759"	"rt"	"we"	"will"	"be"	"this"	1
"45760"	"rt"	"well"	"have"	"servers"	"on"	1
"45761"	"rt"	"well"	"now"	"what"	"who"	1
"45762"	"rt"	"were"	"preparing"	"for"	"this"	1
"45763"	"rt"	"when"	"we"	"added"	"marco"	1
"45764"	"rt"	"who"	"wants"	"to"	"go"	1
"45765"	"rt"	"words"	"only"	"hurt"	"when"	1
"45766"	"rt"	"yep"	"didnt"	"and"	"park"	1
"45767"	"rt"	"yoooo"	"just"	"saw"	"my"	1
"45768"	"rt"	"you"	"cant"	"change"	"the"	1
"45769"	"rt"	"you"	"going"	"to"	"make"	1
"45770"	"rting"	"how"	"are"	"you"	"doing"	1
"45771"	"rts"	"and"	"wish"	"you"	"a"	1
"45772"	"rts"	"mentions"	"have"	"a"	"terrific"	1
"45773"	"rub"	"her"	"eyes"	"a"	"little"	1
"45774"	"rub"	"them"	"on"	"your"	"pulse"	1
"45775"	"rube"	"marquard"	"or"	"john"	"mcgraw"	1
"45776"	"rubio"	"to"	"the"	"ticket"	"on"	1
"45777"	"rubons"	"including"	"one"	"directly"	"on"	1
"45778"	"rubons"	"to"	"the"	"bottom"	"of"	1
"45779"	"ruby"	"woke"	"up"	"on"	"her"	1
"45780"	"rudimentary"	"english"	"and"	"is"	"shown"	1
"45781"	"rudimentary"	"talk"	"by"	"age"	"or"	1
"45782"	"rug"	"itll"	"need"	"thrown"	"out"	1
"45783"	"ruin"	"the"	"elastic"	"but"	"mum"	1
"45784"	"ruined"	"or"	"seriously"	"damaged"	"by"	1
"45785"	"rule"	"do"	"not"	"use"	"semicolons"	1
"45786"	"rule"	"i"	"will"	"not"	"lose"	1
"45787"	"rule"	"interim"	"measures"	"in"	"the"	1
"45788"	"rule"	"no"	"brainwash"	"her"	"to"	1
"45789"	"rule"	"no"	"of"	"having"	"a"	1
"45790"	"rule"	"of"	"the"	"rules"	"of"	1
"45791"	"rule"	"of"	"thumb"	"is"	"to"	1
"45792"	"rule"	"requests"	"and"	"where"	"appropriate"	1
"45793"	"rule"	"requests"	"are"	"being"	"submitted"	1
"45794"	"rule"	"that"	"was"	"intended"	"to"	1
"45795"	"rule"	"which"	"comes"	"from"	"allah"	1
"45796"	"ruled"	"by"	"napoleon"	"iii"	"decided"	1
"45797"	"ruler"	"a"	"porcelain"	"number"	"the"	1
"45798"	"rules"	"out"	"candidates"	"or"	"their"	1
"45799"	"rules"	"then"	"we"	"talked"	"to"	1
"45800"	"rules"	"to"	"adhere"	"to"	"if"	1
"45801"	"rules"	"to"	"the"	"success"	"of"	1
"45802"	"rules"	"when"	"funneling"	"earmarks"	"to"	1
"45803"	"rumor"	"that"	"firstquarter"	"economic"	"growth"	1
"45804"	"rumors"	"report"	"that"	"contact"	"has"	1
"45805"	"rumours"	"of"	"family"	"wealth"	"squandered"	1
"45806"	"run"	"a"	"k"	"again"	"i"	1
"45807"	"run"	"a"	"keylogger"	"on"	"her"	1
"45808"	"run"	"about"	"degrees"	"cooler"	"than"	1
"45809"	"run"	"and"	"everything"	"went"	"well"	1
"45810"	"run"	"back"	"his"	"first"	"taste"	1
"45811"	"run"	"by"	"the"	"aid"	"station"	1
"45812"	"run"	"deficit"	"in"	"last"	"inn"	1
"45813"	"run"	"differential"	"nuff"	"said"	"but"	1
"45814"	"run"	"down"	"of"	"some"	"of"	1
"45815"	"run"	"from"	"it"	"or"	"learn"	1
"45816"	"run"	"i"	"wish"	"people"	"understood"	1
"45817"	"run"	"into"	"people"	"i"	"know"	1
"45818"	"run"	"of"	"book"	"printing"	"that"	1
"45819"	"run"	"offices"	"without"	"rent"	"money"	1
"45820"	"run"	"on"	"the"	"beach"	"of"	1
"45821"	"run"	"out"	"for"	"some"	"hot"	1
"45822"	"run"	"out"	"most"	"federal"	"employees"	1
"45823"	"run"	"over"	"this"	"neighbor"	"kid"	1
"45824"	"run"	"program"	"in"	"the"	"morning"	1
"45825"	"run"	"that"	"far"	"without"	"stopping"	1
"45826"	"run"	"the"	"world"	"my"	"pump"	1
"45827"	"run"	"to"	"see"	"the"	"hilariously"	1
"45828"	"run"	"to"	"them"	"before"	"i"	1
"45829"	"run"	"to"	"you"	"how"	"could"	1
"45830"	"run"	"today"	"its"	"so"	"peaceful"	1
"45831"	"run"	"unless"	"you"	"run"	"beyond"	1
"45832"	"run"	"win"	"ie"	"on"	"a"	1
"45833"	"run"	"without"	"a"	"puff"	"or"	1
"45834"	"rung"	"also"	"called"	"parlor"	"houses"	1
"45835"	"runner"	"was"	"giving"	"her"	"all"	1
"45836"	"runner"	"what"	"i"	"like"	"the"	1
"45837"	"runners"	"go"	"by"	"then"	"they"	1
"45838"	"runners"	"in"	"the"	"bottom"	"half"	1
"45839"	"running"	"a"	"k"	"came"	"from"	1
"45840"	"running"	"as"	"the"	"shells"	"began"	1
"45841"	"running"	"at"	"a"	"loss"	"he"	1
"45842"	"running"	"errands"	"but"	"still"	"had"	1
"45843"	"running"	"high"	"theres"	"bickering"	"name"	1
"45844"	"running"	"it"	"is"	"a"	"very"	1
"45845"	"running"	"like"	"an"	"idiot"	"and"	1
"45846"	"running"	"outside"	"love"	"this"	"weather"	1
"45847"	"running"	"partner"	"a"	"present"	"running"	1
"45848"	"running"	"the"	"world"	"things"	"would"	1
"45849"	"running"	"water"	"and"	"a"	"telephone"	1
"45850"	"runofthemill"	"cortinas"	"most"	"djs"	"play"	1
"45851"	"runs"	"from"	"april"	"through"	"june"	1
"45852"	"runs"	"on"	"the"	"treadmill"	"than"	1
"45853"	"runs"	"through"	"an"	"emotional"	"gauntlet"	1
"45854"	"runthrough"	"but"	"surrey"	"with"	"the"	1
"45855"	"runway"	"style"	"and"	"production"	"services"	1
"45856"	"rural"	"areas"	"will"	"go"	"first"	1
"45857"	"rush"	"of"	"dressing"	"everyone"	"and"	1
"45858"	"rush"	"tickets"	"for"	"south"	"pacific"	1
"45859"	"rush"	"to"	"a"	"nearby"	"cathedral"	1
"45860"	"rushed"	"into"	"restaurant"	"there"	"was"	1
"45861"	"rushermom"	"ill"	"it"	"when"	"i"	1
"45862"	"rushmore"	"ff"	"wouldnt"	"be"	"awkward"	1
"45863"	"russell"	"brand"	"doesnt"	"follow"	"katy"	1
"45864"	"russell"	"brands"	"booky"	"wook"	"is"	1
"45865"	"russia"	"just"	"before"	"the"	"collapse"	1
"45866"	"russia"	"long"	"after"	"the"	"revolution"	1
"45867"	"russia"	"the"	"debased"	"democracy"	"that"	1
"45868"	"russians"	"choose"	"tea"	"over"	"coffee"	1
"45869"	"russians"	"drinking"	"in"	"copenhagen"	"did"	1
"45870"	"rusted"	"or"	"the"	"engine"	"smokes"	1
"45871"	"rusty"	"trombonists"	"ok"	"that"	"last"	1
"45872"	"rutherford"	"b"	"hayes"	"presidential"	"center"	1
"45873"	"rwanda"	"coko"	"fuel"	"for"	"hockey"	1
"45874"	"ryan"	"a"	"new"	"orleans"	"expat"	1
"45875"	"ryan"	"and"	"i"	"dont"	"mind"	1
"45876"	"ryan"	"fair"	"woops"	"k"	"going"	1
"45877"	"ryan"	"l"	"smith"	"jj"	"xu"	1
"45878"	"ryann"	"rachael"	"and"	"everyone"	"on"	1
"45879"	"s"	"again"	"on"	"this"	"puter"	1
"45880"	"s"	"all"	"week"	"there"	"ive"	1
"45881"	"s"	"ama"	"volunteer"	"of"	"the"	1
"45882"	"s"	"and"	"s"	"when"	"young"	1
"45883"	"s"	"are"	"going"	"fast"	"yeah"	1
"45884"	"s"	"at"	"the"	"start"	"of"	1
"45885"	"s"	"by"	"the"	"end"	"of"	1
"45886"	"s"	"cat"	"is"	"falling"	"in"	1
"45887"	"s"	"from"	"thornaby"	"c"	"of"	1
"45888"	"s"	"here"	"tours"	"are"	"getting"	1
"45889"	"s"	"in"	"fayetteville"	"nc"	"bragg"	1
"45890"	"s"	"is"	"the"	"roadside"	"cafe"	1
"45891"	"s"	"it"	"was"	"the"	"individuals"	1
"45892"	"s"	"laura"	"m"	"bridget"	"m"	1
"45893"	"s"	"my"	"mom"	"was"	"and"	1
"45894"	"s"	"nbc"	"segment"	"and"	"checking"	1
"45895"	"s"	"o"	"really"	"appreciate"	"it"	1
"45896"	"s"	"o"	"to"	"all"	"the"	1
"45897"	"s"	"of"	"research"	"pdfs"	"on"	1
"45898"	"s"	"offices"	"must"	"be"	"the"	1
"45899"	"s"	"orders"	"to"	"deliver"	"papers"	1
"45900"	"s"	"sec"	"rt"	"its"	"star"	1
"45901"	"s"	"so"	"whats"	"next"	"gets"	1
"45902"	"s"	"tweet"	"blew"	"my"	"mind"	1
"45903"	"s"	"ur"	"kids"	"r"	"so"	1
"45904"	"s"	"was"	"used"	"the"	"d"	1
"45905"	"s"	"week"	"long"	"special"	"on"	1
"45906"	"s"	"when"	"young"	"men"	"and"	1
"45907"	"sa"	"may"	"give"	"okc"	"a"	1
"45908"	"saads"	"family"	"of"	"he"	"will"	1
"45909"	"saakashvili"	"with"	"his"	"campaign"	"of"	1
"45910"	"sacandaga"	"bible"	"camp"	"and"	"sat"	1
"45911"	"sacha"	"baron"	"cohen"	"has"	"a"	1
"45912"	"sachs"	"affair"	"and"	"i"	"was"	1
"45913"	"sack"	"your"	"as"	"a"	"few"	1
"45914"	"sacrifice"	"a"	"spiritual"	"act"	"of"	1
"45915"	"sacrifice"	"despite"	"knowing"	"where"	"things"	1
